product_name,product_price,number_of_reviews,product_category,product_source
"AMTEC 43 inch TV Bluetooth Enabled Frameless Television Full HD Smart Android TV Built-in WIFI, Inbuilt Decoder 3*HDMI 2*USB Ports WideColor + 7 FREE GIFTS","KSh 20,995",(15),tvaudiovideo,Local Dispatch
"Power King Best 4 Way Power Extension Cable With Switch & Fuse With Fridge Guard Bonus
","KSh 1,050",(1),tvaudiovideo,Local Dispatch
"VITRON 43"" INCH TV HTC4388FS BLUETOOTH FRAMELESS FHD SMART TV ANDROID TV NETFLIX ,YOUTUBE TELEVISION BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROM+FREE TV AERIAL+BRACKET+TV  GUARD","KSh 21,399",(1),tvaudiovideo,Local Dispatch
"VISION PLUS 43"" inch FRAMELESS Full HD Smart Android TV BLUETOOTH,NETFLIX,YOUTUBE Inbuilt Decoder Dolby Audio WifiBuilt-in DVBT2/S2 Screen-Share + 6 EXTRA  ACCESSORIES","KSh 24,895",(8),tvaudiovideo,Local Dispatch
Amtec 2.1CH Home Theatre Sub Woofer speaker system with 1 Year warranty woofer Bluetooth/FM /USB,"KSh 6,999",(4),tvaudiovideo,Local Dispatch
[Special Offer] TV Wall Mount TV Stand 14″-43″ Plasma wall bracket Steel Material Fixed Solid Wall mount suitable for 14 inch to 43 inch Tv,KSh 270,(23),tvaudiovideo,Local Dispatch
Polar Digital Tv Remote Control,KSh 890,(0),tvaudiovideo,Local Dispatch
Retro Wooden Vinyl Look BT Speaker Vintage Radio Bluetooth Speaker Portable Mini Bluetooth Speaker With FM Radio,"KSh 4,400",(0),tvaudiovideo,Oversea Shipment
AMPEX-AX020BT-SUB WOOFER SPEAKER SYSTEM-10000 WATTS AC/DC Black,"KSh 2,999",(0),tvaudiovideo,Local Dispatch
"Satellite Signal Finder Meter for Signal Strength Dish, Satelite Level Display 950-2150MHz ","KSh 2,099",(0),tvaudiovideo,Local Dispatch
"C15 Heavy Bass Bluetooth Portable Speaker With FM,Usb,Wireless Speaker","KSh 2,499",(1),tvaudiovideo,Local Dispatch
"Cr Digital Tv Remote Control
",KSh 980,(0),tvaudiovideo,Local Dispatch
"SAMSUNG 32 inch Television Smart HD HDR 32"" TV Series 5 Tizen OS  inbuilt wifi SMART Television Inbuilt Decoder for local channels wide color enhancer +FREE GIFTS","KSh 28,495",(36),tvaudiovideo,Local Dispatch
"EOCO 43"" INCH BLUETOOTH FRAMELESS FHD SMART TV ANDROID TELEVISION NETFLIX ,YOUTUBE BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROM +14 MONTHS WARRANTY+6 FREE GIFTS","KSh 20,699",(0),tvaudiovideo,Local Dispatch
"BLUETOOTH-ENABLED  VITRON 43"" INCH FRAMELESS FHD SMART TV ANDROID TV NETFLIX ,YOUTUBE TELEVISION INBUILT DECODER , BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROM 2*USB PORTS,3*HDMI+FREE TV AERIAL","KSh 20,599",(2),tvaudiovideo,Local Dispatch
Tronic TV/ FRIDGE GUARD SURGE PROTECTOR -3 YEARS WARRANTY,"KSh 2,620",(0),tvaudiovideo,Local Dispatch
 Bluetooth Portable Speaker With FM/USB,"KSh 1,169",(0),tvaudiovideo,Local Dispatch
"CTC 42"" inch Smart TV,FRAMELESS/BLUETOOTH-ENABLED,Android Television Full HD Frameless TV with Netflix Youtube Television 1GB+8GB+14 MONTHS WARRANTY","KSh 17,999",(0),tvaudiovideo,Local Dispatch
Sony Bravia TV Remote - UNIVERSAL Digital & SMART TV REMOTE,KSh 850,(0),tvaudiovideo,Local Dispatch
"[Best Bundle] VITRON 4388FS -43"" inch Smart TV ,BLUETOOTH-ENABLED Android Television Full HD Frameless TV with Netflix Youtube Television","KSh 22,699",(43),tvaudiovideo,Local Dispatch
"🥰🤑🤑**Jbl Charge 5 Portable Waterproof Speaker 40W -Wireless Bluetooth Audio Streaming
Pair up to Two Mobile Devices at Once
Dual Passive Bass Radiators
Rechargeable Lithium-Polymer Battery
USB Type","KSh 2,440",(2),tvaudiovideo,Local Dispatch
"CLEARANCE OFFER AILYONS SB502K 2.1 CH Subwoofer / Sound Bar Multimedia Speaker System, BT/USB/SD/FM","KSh 5,999",(0),tvaudiovideo,Local Dispatch
Mini Speaker M1 Bluetooth Speakers Mini Portable Wireless,"KSh 1,344",(0),tvaudiovideo,Local Dispatch
"BLUETOOTH VITRON 32"" INCH HTC3200S,FRAMELESS Smart Android TV Inbuilt Decoder,WIFI Netflix Youtube Appstore 2*USB 3*HDMI 14 MONTHS WARRANTY+6 FREE TOP GIFTS","KSh 13,659",(4),tvaudiovideo,Local Dispatch
LYONS ECS2401 2.1CH woofer Multimedia Speaker System 18000 P.M.P.O Output Power 20W+5W×2【HOT】,"KSh 2,399",(146),tvaudiovideo,Local Dispatch
EUROKEN KOLAV-A51 RECHARGEABLE  Wireless Bluetooth Speaker  Large Volume Cool Dynamic Atmosphere Light,"KSh 3,299",(4),tvaudiovideo,Local Dispatch
MK Electronics Voltage Protection TV Guard White.,KSh 585,(5),tvaudiovideo,Local Dispatch
Mxq Pro 5G Streaming Fire Stick 2GB+16GB 4K TV Box / Android Box / Android TV Box/ Smart Box,"KSh 3,899",(2),tvaudiovideo,Local Dispatch
Nunix M1 hometheatre speaker system FM/BT/USB,"KSh 8,512",(0),tvaudiovideo,Local Dispatch
Amtec smart tv remote ,KSh 999,(1),tvaudiovideo,Local Dispatch
"Syinix sound bar speaker🔥🔥Immersive Sound Surround creates cinematic surround sound

Sub woofer works upright or horizontally for a flexible setup

A wall-mountable sound bar helps to save on space
","KSh 7,777",(0),tvaudiovideo,Local Dispatch
Von 2.1CH VSW0202BEK Subwoofer 20W - Bluetooth,"KSh 4,895",(0),tvaudiovideo,Local Dispatch
Portable Fabric Bluetooth SpeakerWireless Connection Outdoor SportsStereo AudioSupport Tf Card Mobile PhoneUniversal,"KSh 1,049",(0),tvaudiovideo,Oversea Shipment
M1 Portable Mini Wireless Bluetooth Hands-free USB TF AUX- Black- best sound. M1 Mini  BT speaker  Original Pro Sound in a compact package. The unique oval shape fits easy in your hand. Fully wrapped,"KSh 1,567",(0),tvaudiovideo,Local Dispatch
"MK Electronics Voltage Protection TV Guard.This TV Guard protects against low voltage, brown-outs and voltage dips.",KSh 800,(0),tvaudiovideo,Local Dispatch
Go tv Replacement remote control,KSh 488,(0),tvaudiovideo,Local Dispatch
ZUKU Decoder Remote Control,KSh 650,(0),tvaudiovideo,Local Dispatch
"[ OFFER!] Hisense 55"" Inch 4K UHD HDR Frameless Smart TV, Netflix, You Tube - 2022 TELEVISION","KSh 55,999",(7),tvaudiovideo,Local Dispatch
TCL 50V6B 4K UHD,"KSh 42,000",(0),tvaudiovideo,Local Dispatch
SHT-1212BT 2.1CH Sayona sub woofer speaker system with 7000W P.M.P.O Output with FM radio USB input Bluetooth and remote control ,"KSh 7,500",(0),tvaudiovideo,Local Dispatch
"VISION PLUS 32"" inch VP8832SF FRAMELESS HD Smart Android TV BLUETOOTH-ENABLED,GOOGLE PLAY/HDMI/USB,NETFLIX,YOUTUBE Inbuilt decoder DVBT2/S2 Screen Share +8 FREE GIFTS","KSh 15,990",(1),tvaudiovideo,Local Dispatch
"MK Electronics 14-43"" Strong TV Wall Mount Bracket + TV Guard",KSh 799,(4),tvaudiovideo,Local Dispatch
"Universal Single LNB 0.5dB Eurostar, Televese For Dstv, Zuku, Startime, Azam",KSh 849,(4),tvaudiovideo,Local Dispatch
1080P Cable 2m Type-C USB-C to HDMI-Adapter USB C to HD TV Cable Adapters - Samsung S10 /S9 /S8 /Note 9,"KSh 1,200",(11),tvaudiovideo,Local Dispatch
Bamba Decorder Remote Control,KSh 599,(0),tvaudiovideo,Local Dispatch
Startimes Remote Control Newmodel,KSh 600,(0),tvaudiovideo,Local Dispatch
"Vitron V-641 10000W 3.1CH AMAZING HOMETHEATRE SPEAKER SYSTEM,USB,DVD,VCD,PS2,TUNER,FM,XBOX,AUDIO,BLUETOOTH,FM RADIO,10000WATTS,3.1CHANNEL SUBWOOFER,USB AND DISK INPUT,AC/DC CURRENT USE + FREE DELIVERY","KSh 5,800",(0),tvaudiovideo,Local Dispatch
"Syinix 32"" Inch 32S65 FRAMELESS Bluetooth Enabled SMART ANDROID TV,Dolby Audio Netflix Youtube Appstore i-Cast Screen HIFI Box Speaker S65Series Inbuilt Decoder for Local Channels + 7 Free Gifts","KSh 14,495",(5),tvaudiovideo,Local Dispatch
"[TOP SALE] VITRON HTC 4388FS -43"" INCH ,BLUETOOTH-ENABLED,FRAMELESS,FHD SMART TV ANDROID TV NETFLIX ,YOUTUBE TELEVISION INBUILT DECODER , BUILT-IN WIFI, APPSTORE+14 MONTHS WARRANTY","KSh 22,699",(8),tvaudiovideo,Local Dispatch
"VISION PLUS 43"" inch VP8843SF FRAMELESS HD Smart Android TV BLUETOOTH-ENABLED,GOOGLE PLAY/HDMI/USB,NETFLIX,YOUTUBE Inbuilt decoder DVBT2/S2 Screen Share +6 FREE GIFTS","KSh 24,599",(0),tvaudiovideo,Local Dispatch
Caston Bluetooth Speaker- Car Shaped Portable Bluetooth Wireless Speaker Supports BT/USB/TF Card/Aux/FM,"KSh 1,329",(0),tvaudiovideo,Local Dispatch
Digital TV Antenna 200 Mile Range 4K HDTV Digital 1080p TV Antenna Signal Receiver Amplifier Booster,"KSh 1,099",(54),tvaudiovideo,Oversea Shipment
"BLUETOOTH VITRON 43"" Inch Full HD FRAMELESS Smart Android TV,YOUTUBE,NETFLIX,ANDROID 11,PLAYSTORE TELEVISIONS","KSh 22,699",(5),tvaudiovideo,Local Dispatch
AUCMA Universal LED TV digital Remote ,KSh 799,(0),tvaudiovideo,Local Dispatch
"Sony Bravia TV Remote - NIVERSAL Digital & SMART
",KSh 850,(0),tvaudiovideo,Local Dispatch
Vitron V51SB 2.1 Wired Soundbar System,"KSh 6,210",(0),tvaudiovideo,Local Dispatch
Vitron 3.1CH V643 X-Bass Home Theatre System AC/DC Bluetooth Woofer Speaker System Subwoofer Home Audilo System USB SD MP3 FM Radio 10000W,"KSh 5,345",(1),tvaudiovideo,Local Dispatch
(New Arrival) TAGWOOD LS - 421G 2.1CH 6000W PMPO Woofer Home Audio Speaker Bluetooth /FM/SB/USB Subwoofer Speaker System,"KSh 3,399",(1),tvaudiovideo,Local Dispatch
Nunix 3.1Ch MINI Home Theater System 12000W,"KSh 8,900",(26),tvaudiovideo,Local Dispatch
Sony Digital 3.1 Hi-Fi Powered Speaker System BT/FM/USB/MP3/SD/B&T Home Theatre System With Remote Control,"KSh 6,295",(1),tvaudiovideo,Local Dispatch
"VITRON 32"" INCH HTC3200S,BLUETOOTH TV,FRAMELESS Smart Android TV Inbuilt Decoder,WIFI Netflix Youtube Appstore 2*USB 3*HDMI 14 MONTHS WARRANTY+4FREE GIFTS","KSh 13,290",(5),tvaudiovideo,Local Dispatch
TV Remote Control Cover High quality silicone Soft and stretchable Transparent cover For TCL Remote,KSh 439,(0),tvaudiovideo,Local Dispatch
"Wster WS-1822 Portable Wireless Speaker, MP3 Player &amp; Radio","KSh 3,300",(8),tvaudiovideo,Local Dispatch
"TAGWOOD LTS-10A Subwoofer Outdoor Speaker ,Bluetooth,Free Wireless Microphone & a Built in Battery Woofer","KSh 9,899",(0),tvaudiovideo,Local Dispatch
"MK Electronic TV Guard ,Fridge Guard + Free P47 Headphones, 4Way Etension Cable","KSh 1,989",(0),tvaudiovideo,Local Dispatch
CLEARANCE OFFER Synix Syinix Sound Bar Multimedia Woofer Speaker System SYN-S60,"KSh 7,999",(0),tvaudiovideo,Local Dispatch
Caston ST-F80 Solar Bluetooth Wireless Speaker Bass Subwoofer Support Fm Radio Aux Tf Usb Led Light ,KSh 990,(1),tvaudiovideo,Local Dispatch
Bluetooth Music LED Bulb Multi Color Speaker White S 1 7W,KSh 760,(10),tvaudiovideo,Local Dispatch
Vitron 43 inch Smart TV HTC 4388FS Android Television Full HD Frameless TV with Netflix Youtube Television 1G+8G,"KSh 36,999",(0),tvaudiovideo,Local Dispatch
"TCL 43"" P635 4K HDR Google TV ,BLUETOOTH TV,FRAMELESS,DOLBY AUDIO,NETFLIX/YOUTUBE+2YEARS WARRANTY+FREE WALL BRACKET","KSh 32,899",(0),tvaudiovideo,Local Dispatch
"GLD 32 Inch,BLUETOOTH-ENABLED,Frameless Smart Android TV（LE3200R1-SATelevision with 12 Months Warranty USB 2-HDMI 3, AV,NETFLIX+FREE BRACKET+TV GUARD +14MONTHS WARRANTY","KSh 12,799",(0),tvaudiovideo,Local Dispatch
"Amtec 32R1 AC/DC 32"" inch Bluetooth enabled Television Smart Android TV Digital TV Inbuilt Decoder Built-in WIFI Appstore 1GB DDR,8GB RAM,4-CORE LED TV+ 7 FREE GIFTS","KSh 14,495",(4),tvaudiovideo,Local Dispatch
Startimes Digital Decorder Remote,KSh 650,(0),tvaudiovideo,Local Dispatch
Kenya spot FMACM Speaker Bluetooth Speaker Portable Sound FM AUX Bar Wireless Stereo System with USB TF Card blue 4w mini speaker,KSh 899,(9),tvaudiovideo,Fulfilled By Kilimall
TCL 43″ V6B 4K HDR Google TV – 43V6B (New 2024 Model),"KSh 36,000",(1),tvaudiovideo,Local Dispatch
"BLUETOOTH VITRON HTC4388FS,43"" Inch,FRAMELESS,Smart Android 11.0 TV WIFI Netflix,Youtube,Playstore Television+FREE 4 GIFTS+14 MONTHS WARRANTY","KSh 20,899",(3),tvaudiovideo,Local Dispatch
Sonar Decoder Remote Control,KSh 585,(2),tvaudiovideo,Local Dispatch
"VITRON 55"" Inch HTC5568US  BLUETOOTH 4K UHD TV Television Smart Android TV,Netflix,Youtube Bluetooth Enabled INBUILT DECODER 1.5GBRAM,8GBROM WideColor Enhancer+FREE TV GUARD+ BRACKET","KSh 42,995",(0),tvaudiovideo,Local Dispatch
Nunix 3.1 Channel Multimedia Subwoofer Speaker System Mini Home Theater NU-A22 120000W PMPO Bluetooth Woofer,"KSh 5,249",(0),tvaudiovideo,Local Dispatch
AIRWAVE 8101 SUB WOOFER  MULTIMEDIA SPEAKER SYSTEM,"KSh 4,799",(0),tvaudiovideo,Local Dispatch
"Vision Plus 43"" Full HD Android Frameless Smart TV +Free Wall Bracket","KSh 26,950",(0),tvaudiovideo,Local Dispatch
"Generic Portable,bluetooth Speaker With FM, BT/FM/AUX/USB & TF Ports","KSh 1,359",(0),tvaudiovideo,Local Dispatch
"WOOFER;-10000W, Ampex 2.1 CH Subwoofer System Bluetooth/USB/SD/FM Built-in Amplifier Solid Bass High Defination speaker FM Radio Tuner 2.1 Channel","KSh 5,499",(1),tvaudiovideo,Local Dispatch
CLEARANCE OFFER AILYONS SB501 2.1CH Sound Bar SubWoofer With Bluetooth Home Theatrer 18000W PMPO,"KSh 5,499",(0),tvaudiovideo,Local Dispatch
"CTC 32"" Inches Television Bluetooth Enabled Smart Android  TV, Netflix, Inbuilt Decoder Youtube Television Connect Inbuilt WIFI,APP STORE  Smart Digital TV+ 3 EXTRA GIFTS","KSh 12,495",(1),tvaudiovideo,Local Dispatch
"TCL 55P635 55'' Smart UHD 4K With HDR Google TV Frameless -YOUTUBE,NETFLIX-BLUETOOTH","KSh 50,599",(0),tvaudiovideo,Local Dispatch
Eurostar Digital 4way Coaxial Cable Splitter Antenna Signal,"KSh 1,409",(6),tvaudiovideo,Local Dispatch
😇🤩JBL Flip Essential IPX7 Waterproof 16 W Bluetooth Speaker,"KSh 2,100",(0),tvaudiovideo,Local Dispatch
"LG TV POWER ADAPTOR  TV Power Adapter for LG, other devices direct from AC to TV, with out put voltage of 19V - 4.7A","KSh 1,500",(0),tvaudiovideo,Local Dispatch
"Hisense 43A4, 43"" INCH FRAMELESS SMART TELEVISION, FULL HD RESOLUTION, A4K SERIES ,NETFLIX ,YOUTUBE TV,DTS, INBUILT DECODER, BUILT-IN WIFI,VIDAA OS","KSh 30,595",(1),tvaudiovideo,Local Dispatch
Quality deals of the month Digital Aerial; Antenna + coaxial cable + a free Fconnector,KSh 650,(14),tvaudiovideo,Local Dispatch
Silicone TV Remote Control Cover AirHigh quality silicone Soft and stretchable Transparent cover,KSh 400,(0),tvaudiovideo,Local Dispatch
"CLEARANCE SALE!!! VITRON 32"" INCH BLUETOOTH TV HTC3200S,FRAMELESS 32 Inch Smart Android 11.0 TV Inbuilt Decoder HDMI USB Ports,Netflix,Youtube, APPSTORE 14 MONTHS WARRANTY+ 4 EXTRA GIFTS","KSh 13,280",(0),tvaudiovideo,Local Dispatch
Miles Digital Antena TV Aerial Amplified HDTV Antenna 4K DVB-T2 Smart Home Accessories black,"KSh 1,499",(13),tvaudiovideo,Oversea Shipment
Go-TV Remote Original - Black + Free Batteries,KSh 450,(2),tvaudiovideo,Local Dispatch
HAIER H43K6FG 43″ Android Frameless Full HD TV With 1 Year Warranty electronics and appliances television and video televisions smart tvs,"KSh 29,599",(3),tvaudiovideo,Fulfilled By Kilimall
M1 Mini Portable Bluetooth Speaker syatem,"KSh 1,350",(0),tvaudiovideo,Local Dispatch
"HISENSE 50A6K- 50"" Inch FRAMELESS,VIDAA OS,DOBLY AUDIO, SMART TV,BLUETOOTH,4K ULTRA HD  TV,NETFLIX,YOUTUBE+2 YEARS WARRANTY+FREE TILT WALL BRACKET+TV POWER GUARD","KSh 46,999",(0),tvaudiovideo,Local Dispatch
AMTEC 2.1 CH SUBWOOFER HOMETHEATRE SPEAKER SYSTEM-. This sound system is designed for the extreme entertainment lovers to enjoy their amazing music and movies with sound clarity never heard before.,"KSh 3,530",(0),tvaudiovideo,Local Dispatch
Newmax TG-1140E Full High Definition 1080P Decoder COMBO DVB T2 S2 Set Top Box Satellite TV Receiver,"KSh 4,700",(0),tvaudiovideo,Local Dispatch
"Offer Tilting 15""-43"" and 23""-65"" Tv HeavyDuty Tilting Wall Mount Wall Panel For All TV WallMounting 23""-65"" Inch Tv",KSh 999,(5),tvaudiovideo,Local Dispatch
DG66 Solar Panel Charging Portable wireless BT Mini Speaker With FM Radio Stereo Bass Woofer Active Outdoor Solar Power Speaker,"KSh 1,099",(0),tvaudiovideo,Local Dispatch
"Wooden executive tv stand.Unique Collection's Wooden TV Stand / Shelve is a stylish, modern yet classy design that will complement the furniture in your living room. Use it as a TV stand or side shelv","KSh 3,895",(0),tvaudiovideo,Local Dispatch
Skyworth 43''inch Frameless Smart Android AI TV Bluetooth Enabled Netflix Youtube I-cast Prime VIdeo Google Play Assistant Television Inbuilt Decoder Built-in Wi-FI + 6 EXTRA ACCESSORIES,"KSh 28,895",(1),tvaudiovideo,Local Dispatch
"Vitron HTC3200S,BLUETOOTH Enabled TV, FRAMELESS TELEVISION 32 Inch Smart Android 11.0 TV Inbuilt Decoder ELECTRONICS 3*HDMI Ports,2*USB Ports,Netflix,Youtube, APPSTORE,Wi-Fi +  8 EXTRA ACCESSORIES","KSh 14,780",(0),tvaudiovideo,Local Dispatch
"VISION PLUS 43"" inch FRAMELESS Full HD Smart Android TV BLUETOOTH Enabled,NETFLIX,YOUTUBE Inbuilt Decoder VP8843SF Dolby Audio WifiBuilt-in DVBT2/S2 Screen-Share + 8  FREE GIFTS","KSh 24,995",(28),tvaudiovideo,Local Dispatch
"VISION PLUS 32"" inch VP8832SF FRAMELESS HD Smart Android TV BLUETOOTH-ENABLED,GOOGLE PLAY/HDMI/USB,NETFLIX,YOUTUBE Inbuilt decoder DVBT2/S2 Screen Share +3 FREE ACCESSORIES","KSh 14,750",(0),tvaudiovideo,Local Dispatch
AMPEX AX002BT SUB WOOFER SPEAKER SYSTEM 10000 WATTS- AC/DC,"KSh 3,299",(2),tvaudiovideo,Local Dispatch
"CLEARANCE SALE!!!Vitron HTC3200S,FRAMELESS BLUETOOTH TV 32 Inch Smart Android TV Inbuilt Decoder HDMI,USB,Netflix,Youtube, Google Playstore 14 Months Warranty+ FREE TV Guard+Bracket+Extension","KSh 12,899",(0),tvaudiovideo,Local Dispatch
Bluetooth Speakers With MP3and FM Radio- Blue,KSh 750,(18),tvaudiovideo,Local Dispatch
CLEARANCE OFFER AILYONS SB601 2.1CH Speaker System woofer Soundbar Subwoofer Multimedia 18000W PMPO Black 60W+30W×2,"KSh 9,799",(1),tvaudiovideo,Local Dispatch
"EWA A106 Pro Mini Bluetooth Speaker with Custom Bass Radiator, IPX7 Waterproof, Super Portable Speakers, Travel Case Packed","KSh 2,509",(0),tvaudiovideo,Oversea Shipment
"CLEARANCE SALE!!!Vitron HTC3200S,BLUETOOTH TV FRAMELESS 32 Inch Television Smart TV Android 11.0 TV ,3*HDMI Ports,2*USB ports,1GB RAM 8GB ROM,Netflix,Youtube,Inbuilt Decoder+14 MONTHS WARRANTY","KSh 12,290",(0),tvaudiovideo,Local Dispatch
"HI-FI 2.1 Channel Stereo Audio Amplifier with TDA2030 Super Bass – 20W x 2 + 40W Output Power

pre amp ","KSh 1,199",(0),tvaudiovideo,Local Dispatch
"VITRON HTC3200S,BLUETOOTH TV FRAMELESS 32 Inch Television Smart TV Android 11.0 TV Inbuilt Decoder 3*HDMI Ports,2*USB,Netflix,Youtube, Appstore Inbuilt Decoder 14 Months Warranty+BRACKET+TV GUARD","KSh 12,590",(0),tvaudiovideo,Local Dispatch
"14"" inch -43"" inch TV Flat Panel Wall Mount Bracket Holder Black. Enjoy the best view from TV  mount. Safety tested and UL Certified to hold 14"" - 43"" LED, LCD or Plasma screens up to 2",KSh 385,(1),tvaudiovideo,Local Dispatch
New Arrival ⚡️✨️💯 CLEARANCE OFFER 💥🔥Astra fridge and TV guard⚡️Best quality 👌⚡️Electric TV Guard Protector 🔥,KSh 799,(0),tvaudiovideo,Local Dispatch
Home Design Adjustable Strong 14-55 Inch TV Wall Mount Bracket,KSh 899,(0),tvaudiovideo,Local Dispatch
"Generic Outdoor TV Antenna Aerial + FREE Extension Cable,  just connect the antenna to the pole and position it facing the mask signal",KSh 995,(0),tvaudiovideo,Local Dispatch
"BLUETOOTH VITRON 43"" Inch Full HD FRAMELESS Smart Android TV,YOUTUBE,NETFLIX,ANDROID 11,PLAYSTORE TELEVISIONS+6 FREE GIFTS+12 MONTHS WARRANTY","KSh 23,180",(0),tvaudiovideo,Local Dispatch
"[Special Offer] TV Wall Mount TV Stand 14″-43″ Plasma wall bracket Steel Material Fixed Solid Wall mount suitable for 14 inch to 43 inch Tv, load capacity of 25kg,",KSh 297,(16),tvaudiovideo,Local Dispatch
"[EMBRACE THE LATEST TREND]*JBL Boombox *Jbl BOOMBOX 3 PORTABLE BLUETOOTH SPEAKER, 180W OUTPUT POWER, 24HOURS BATTERY LIFE, MONSTROUS BASS, PARTYBOOST ENABLED, IP67 DUST AND WATERPROOF","KSh 4,100",(0),tvaudiovideo,Local Dispatch
Mini Digital Portable Music MP3 Player With Display Screens Micro TF Card  ipods Clip Sports Walkman Music MP3 Players MP3Player  MP3Players Electronics & Appliances > Portable Audio & Video,KSh 599,(12),tvaudiovideo,Oversea Shipment
Nunix 3.1 MINI Home Theater System,"KSh 5,489",(0),tvaudiovideo,Local Dispatch
Nunix M7 3.1ch Home Theater System Speakers Bluetooth Woofer woofers Speaker Systems AC/DC Black 12000w M1 Black 12000w M1,"KSh 7,699",(10),tvaudiovideo,Oversea Shipment
"VITRON HTC2446 24"" INCHES Television HD Digital Television AC/DC LED TV INBUILT DECODER With HDMI Output and USB VGA ports Wide Color Enhancer+ 6 FREE GIFTS","KSh 10,999",(33),tvaudiovideo,Local Dispatch
"AILYONS Digital tv Remote Control

",KSh 890,(3),tvaudiovideo,Local Dispatch
"Vitron 4388FS,43"" Inch FRAMELESS ,BLUETOOTH-ENABLED,Smart Android 11 TELEVISION,DECODER-INBUILT,NETFLIX,YOUTUBE+2YEARS WARRANTY+8 FREE GIFTS","KSh 22,890",(11),tvaudiovideo,Local Dispatch
H96 Max Smart Android 9.0 TV Box RK Quad Core 64 Bit,"KSh 5,199",(7),tvaudiovideo,Local Dispatch
309 Wireless Speaker Solar FM Radio,"KSh 1,695",(7),tvaudiovideo,Local Dispatch
CLEARANCE OFFER AILYONS SUB WOOFER HOME THEATRE SPEAKER SYSTEM FM RADIO/USB/BLUETOOTH,"KSh 4,799",(3),tvaudiovideo,Local Dispatch
"VITRON HTC4388FS 43"" INCH BLUETOOTH FRAMELESS FHD SMART TV ANDROID TELEVISION NETFLIX ,YOUTUBE 43 INCH BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROM + FREE EXTENSION+BRACKET","KSh 20,699",(2),tvaudiovideo,Local Dispatch
"JTC Home Theatre Woofer BT FM Speaker 12,000W+1 YEAR WARRANTY","KSh 8,980",(4),tvaudiovideo,Local Dispatch
"Amtec AM-608 2.1 The sub-woofer gives you the best quality sound in a neat, compact unit.","KSh 5,499",(0),tvaudiovideo,Local Dispatch
"VISION PLUS 55"" VP8855KV  55 INCHES 4K Frameless V+ OS Smart TV BLUETOOTH BUILT-IN WIFI NETFLIX YOUTUBE DOLBY AUDIO VOICE CONTROL  SCREEN SHARE 2 YEARS WARRANTY+FREE TV GUARD+BRACKET","KSh 45,499",(2),tvaudiovideo,Local Dispatch
Astra fridge and TV guard,KSh 650,(0),tvaudiovideo,Local Dispatch
"Ailyons Soundbar SB501K Sound Bar SubWoofer With Bluetooth Home Theatrer 18000W PMPO - Black,","KSh 5,586",(4),tvaudiovideo,Local Dispatch
Oraimo SpaceBox 8W FM Wireless Speaker Powerful and Punchy Bass + Oraimo Earphones ,"KSh 2,899",(0),tvaudiovideo,Local Dispatch
[NEW ARRIVAL] C15 SUPER BASS Bluetooth Speaker With FM/USB Robot,"KSh 1,179",(0),tvaudiovideo,Local Dispatch
Amtec 731 3.1CH HI-FI SUB WOOFER 20000W FM/BT/SD/USB SPEAKER SYSTEM,"KSh 7,390",(7),tvaudiovideo,Local Dispatch
